match_no,date,season,competition,stage,home_or_away,home_team,away_team,win_or_loss,goals,assists,mins_played,abs_rating,shots,shots_on_target,key_passes,motm,final_remarks,Name,Team
r_76,2004-05-22,03/04,FA Cup,Final,N,Manchester United,Millwall,win,1,0,84,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Manchester United
r_75,2004-05-15,03/04,Premier League,,A,Aston Villa,Manchester United,win,1,0,85,,,,,,"1 outside box goal, 1 right foot goal",Ronaldo,Manchester United
r_74,2004-05-08,03/04,Premier League,,H,Manchester United,Chelsea,draw,0,0,87,,,,,,,Ronaldo,Manchester United
r_73,2004-04-28,03/04,International Friendly,,H,Portugal,Sweden,draw,0,1,28,,,,,,,Ronaldo,Portugal
r_72,2004-04-24,03/04,Premier League,,H,Manchester United,Liverpool,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_71,2004-04-20,03/04,Premier League,,H,Manchester United,Charlton Athletic,win,0,0,7,,,,,,,Ronaldo,Manchester United
r_70,2004-04-17,03/04,Premier League,,A,Portsmouth,Manchester United,loss,0,0,32,,,,,,,Ronaldo,Manchester United
r_69,2004-04-13,03/04,Premier League,,H,Manchester United,Leicester City,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_68,2004-04-10,03/04,Premier League,,A,Birmingham City,Manchester United,win,1,0,35,,,,,,"1 inside box goal, 1 header goal",Ronaldo,Manchester United
r_67,2004-04-03,03/04,FA Cup,SF,N,Manchester United,Arsenal,win,0,0,84,,,,,,,Ronaldo,Manchester United
r_66,2004-03-31,03/04,International Friendly,,H,Portugal,Italy,loss,0,0,45,,,,,,,Ronaldo,Portugal
r_65,2004-03-20,03/04,Premier League,,H,Manchester United,Tottenham Hotspur,win,1,0,16,,,,,,"1 outside box goal, 1 right foot goal",Ronaldo,Manchester United
r_64,2004-03-14,03/04,Premier League,,A,Manchester City,Manchester United,loss,0,0,72,,,,,,,Ronaldo,Manchester United
r_63,2004-03-09,03/04,Champs League,R16,H,Manchester United,FC Porto,draw,0,0,9,,,,,,,Ronaldo,Manchester United
r_62,2004-03-06,03/04,FA Cup,QF,H,Manchester United,Fulham,win,0,1,88,,,,,,,Ronaldo,Manchester United
r_61,2004-02-28,03/04,Premier League,,A,Fulham,Manchester United,draw,0,1,90,,,,,,,Ronaldo,Manchester United
r_60,2004-02-25,03/04,Champs League,R16,A,FC Porto,Manchester United,loss,0,0,13,,,,,,,Ronaldo,Manchester United
r_59,2004-02-18,03/04,International Friendly,,H,Portugal,England,draw,0,0,45,,,,,,,Ronaldo,Portugal
r_58,2004-02-14,03/04,FA Cup,R16,H,Manchester United,Manchester City,win,1,0,90,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Manchester United
r_57,2004-02-11,03/04,Premier League,,H,Manchester United,Middlesbrough,loss,0,0,27,,,,,,,Ronaldo,Manchester United
r_56,2004-02-07,03/04,Premier League,,A,Everton,Manchester United,win,0,1,11,,,,,,,Ronaldo,Manchester United
r_55,2004-01-31,03/04,Premier League,,H,Manchester United,Southampton,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_54,2004-01-25,03/04,FA Cup,R32,A,Northampton Town,Manchester United,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_53,2004-01-17,03/04,Premier League,,A,Wolverhampton Wanderers,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_52,2003-12-26,03/04,Premier League,,H,Manchester United,Everton,win,0,1,90,,,,,,,Ronaldo,Manchester United
r_51,2003-12-21,03/04,Premier League,,A,Tottenham Hotspur,Manchester United,win,0,0,11,,,,,,,Ronaldo,Manchester United
r_50,2003-12-13,03/04,Premier League,,H,Manchester United,Manchester City,win,0,0,16,,,,,,,Ronaldo,Manchester United
r_49,2003-12-06,03/04,Premier League,,H,Manchester United,Aston Villa,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_48,2003-12-03,03/04,League Cup,R16,A,West Bromwich Albion,Manchester United,loss,0,0,77,,,,,,,Ronaldo,Manchester United
r_47,2003-11-30,03/04,Premier League,,A,Chelsea,Manchester United,loss,0,0,19,,,,,,,Ronaldo,Manchester United
r_46,2003-11-26,03/04,Champs League,Group,A,Panathinaikos,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_45,2003-11-22,03/04,Premier League,,H,Manchester United,Blackburn Rovers,win,0,0,18,,,,,,,Ronaldo,Manchester United
r_44,2003-11-04,03/04,Champs League,Group,H,Manchester United,Glasgow Rangers,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_43,2003-11-01,03/04,Premier League,,H,Manchester United,Portsmouth,win,1,1,15,,,,,,"1 free kick goal, 1 right foot goal",Ronaldo,Manchester United
r_42,2003-10-25,03/04,Premier League,,H,Manchester United,Fulham,loss,0,0,68,,,,,,,Ronaldo,Manchester United
r_41,2003-10-18,03/04,Premier League,,A,Leeds United,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_40,2003-10-11,03/04,International Friendly,,H,Portugal,Albania,win,0,0,45,,,,,,,Ronaldo,Portugal
r_39,2003-10-01,03/04,Champs League,Group,A,VfB Stuttgart,Manchester United,loss,0,0,90,,,,,,,Ronaldo,Manchester United
r_38,2003-09-21,03/04,Premier League,,H,Manchester United,Arsenal,draw,0,0,90,,,,,,,Ronaldo,Manchester United
r_37,2003-09-13,03/04,Premier League,,A,Charlton Athletic,Manchester United,win,0,0,90,,,,,,,Ronaldo,Manchester United
r_36,2003-08-31,03/04,Premier League,,A,Southampton,Manchester United,loss,0,0,24,,,,,,,Ronaldo,Manchester United
r_35,2003-08-27,03/04,Premier League,,H,Manchester United,Wolverhampton Wanderers,win,0,0,66,,,,,,,Ronaldo,Manchester United
r_34,2003-08-23,03/04,Premier League,,A,Newcastle United,Manchester United,win,0,0,14,,,,,,,Ronaldo,Manchester United
r_33,2003-08-20,03/04,International Friendly,,H,Portugal,Kazakhstan,win,0,0,45,,,,,,,Ronaldo,Portugal
r_32,2003-08-16,03/04,Premier League,,H,Manchester United,Bolton Wanderers,win,0,0,29,,,,,,,Ronaldo,Manchester United
r_31,2003-06-01,02/03,Primeira Liga,,A,FC Porto,Sporting CP,loss,0,0,71,,,,,,,Ronaldo,Sporting CP
r_30,2003-05-24,02/03,Primeira Liga,,H,Sporting CP,Vitoria Setubal,loss,0,0,62,,,,,,,Ronaldo,Sporting CP
r_29,2003-05-17,02/03,Primeira Liga,,A,Nacional da Madeira,Sporting CP,draw,0,0,90,,,,,,,Ronaldo,Sporting CP
r_28,2003-05-12,02/03,Primeira Liga,,H,Sporting CP,Leiria,draw,0,0,26,,,,,,,Ronaldo,Sporting CP
r_27,2003-04-25,02/03,Primeira Liga,,H,Sporting CP,Beira-Mar,draw,0,0,10,,,,,,,Ronaldo,Sporting CP
r_26,2003-04-19,02/03,Primeira Liga,,A,Maritimo de Funchal,Sporting CP,win,0,0,15,,,,,,,Ronaldo,Sporting CP
r_25,2003-04-06,02/03,Primeira Liga,,H,Sporting CP,Vitoria Guimaraes,draw,0,0,23,,,,,,,Ronaldo,Sporting CP
r_24,2003-03-21,02/03,Primeira Liga,,A,Gil Vicente,Sporting CP,loss,0,0,4,,,,,,,Ronaldo,Sporting CP
r_23,2003-03-16,02/03,Primeira Liga,,H,Sporting CP,Boavista,draw,0,0,29,,,,,,,Ronaldo,Sporting CP
r_22,2003-03-08,02/03,Taça de Portugal,QF,H,Sporting CP,Naval,loss,0,0,90,,,,,,,Ronaldo,Sporting CP
r_21,2003-03-01,02/03,Primeira Liga,,A,Belenenses,Sporting CP,draw,0,0,5,,,,,,,Ronaldo,Sporting CP
r_20,2003-02-05,02/03,Primeira Liga,,H,Sporting CP,Académica,win,0,0,31,,,,,,,Ronaldo,Sporting CP
r_19,2003-01-25,02/03,Primeira Liga,,A,Santa Clara,Sporting CP,win,0,0,45,,,,,,,Ronaldo,Sporting CP
r_18,2003-01-11,02/03,Primeira Liga,,H,Sporting CP,FC Porto,loss,0,0,19,,,,,,,Ronaldo,Sporting CP
r_17,2003-01-04,02/03,Primeira Liga,,A,Vitoria Setubal,Sporting CP,win,0,0,22,,,,,,,Ronaldo,Sporting CP
r_16,2002-12-22,02/03,Primeira Liga,,H,Sporting CP,Nacional da Madeira,win,0,0,15,,,,,,,Ronaldo,Sporting CP
r_15,2002-12-18,02/03,Taça de Portugal,R16,H,Sporting CP,FC Oliveira do Hospital,win,1,0,53,,,,,,"1 outside box goal, 1 left foot goal",Ronaldo,Sporting CP
r_14,2002-12-14,02/03,Primeira Liga,,A,Leiria,Sporting CP,loss,0,2,90,,,,,,,Ronaldo,Sporting CP
r_13,2002-12-07,02/03,Primeira Liga,,H,Sporting CP,Benfica,loss,0,0,54,,,,,,,Ronaldo,Sporting CP
r_12,2002-11-30,02/03,Primeira Liga,,A,Beira-Mar,Sporting CP,win,0,1,10,,,,,,,Ronaldo,Sporting CP
r_11,2002-11-24,02/03,Taça de Portugal,R32,H,Sporting CP,Estarreja,win,1,0,29,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Sporting CP
r_10,2002-11-15,02/03,Primeira Liga,,H,Sporting CP,Maritimo de Funchal,win,0,0,74,,,,,,,Ronaldo,Sporting CP
r_9,2002-11-08,02/03,Primeira Liga,,A,Vitoria Guimaraes,Sporting CP,win,0,1,89,,,,,,,Ronaldo,Sporting CP
r_8,2002-11-02,02/03,Primeira Liga,,H,Sporting CP,Gil Vicente,loss,0,0,90,,,,,,,Ronaldo,Sporting CP
r_7,2002-10-26,02/03,Primeira Liga,,A,Boavista,Sporting CP,win,1,0,8,,,,,,"1 inside box goal, 1 right foot goal",Ronaldo,Sporting CP
r_6,2002-10-20,02/03,Primeira Liga,,H,Sporting CP,Belenenses,win,0,0,76,,,,,,,Ronaldo,Sporting CP
r_5,2002-10-07,02/03,Primeira Liga,,H,Sporting CP,Moreirense,win,2,0,90,,,,,,"2 inside box goal, 1 right foot goal, 1 header goal",Ronaldo,Sporting CP
r_4,2002-10-03,02/03,UEFA Cup,R96,A,Partizan Belgrade,Sporting CP,draw,0,0,74,,,,,,,Ronaldo,Sporting CP
r_3,2002-09-30,02/03,Primeira Liga,,A,Sporting Braga,Sporting CP,loss,0,0,21,,,,,,,Ronaldo,Sporting CP
r_2,2002-09-19,02/03,UEFA Cup,R96,H,Sporting CP,Partizan Belgrade,loss,0,0,45,,,,,,,Ronaldo,Sporting CP
r_1,2002-08-14,02/03,Champions League Qualifying,Qualifier,H,Sporting CP,Inter Milan,draw,0,0,32,,,,,,,Ronaldo,Sporting CP
